552506000 22.5797884598 113.9265578442 4 269.210602 268.866001
552506100 22.5797884660 113.9265578536 4 269.050232 269.053007
552506200 22.5797884664 113.9265578534 4 268.934021 269.180331
552506300 22.5797884657 113.9265578630 4 268.874146 269.237856
552506400 22.5797884681 113.9265578590 4 268.839264 269.237856
552506500 22.5797884523 113.9265578606 4 268.812012 269.116763
552506600 22.5797884536 113.9265578641 4 268.781067 269.122477
552506700 22.5797884553 113.9265578564 4 268.744904 268.908606
552506800 22.5797884687 113.9265578495 4 268.703308 268.989064
552506900 22.5797884415 113.9265578627 4 268.670868 268.924932
552507000 22.5797884526 113.9265578668 4 268.661774 269.167101
552507100 22.5797884655 113.9265578627 4 268.724091 269.381038
552507200 22.5797884628 113.9265578543 4 268.805084 269.489466
552507300 22.5797884725 113.9265578620 4 268.929718 269.577902
552507400 22.5797884585 113.9265578550 4 269.019592 269.457161
552507500 22.5797884411 113.9265578563 4 269.089203 269.381038
552507600 22.5797884613 113.9265578660 4 269.137451 269.374926
552507700 22.5797884542 113.9265578709 4 269.125732 269.004571
552507800 22.5797884399 113.9265578596 4 269.046326 268.531180
552507900 22.5797884467 113.9265578582 4 268.890350 268.576334
552508000 22.5797884448 113.9265578515 4 268.803436 268.516380
552508100 22.5797884538 113.9265578459 4 268.723511 268.625874
552508200 22.5797884355 113.9265578559 4 268.676758 268.674861
552508300 22.5797884537 113.9265578576 4 268.642303 268.743817
552508400 22.5797884373 113.9265578609 4 268.633087 268.754158
552508500 22.5797884651 113.9265578693 4 268.627197 268.764556
552508600 22.5797884370 113.9265578677 4 268.653931 269.105382
552508700 22.5797884356 113.9265578637 4 268.726105 269.036199
552508800 22.5797884496 113.9265578547 4 268.791443 269.180331
552508900 22.5797884436 113.9265578706 4 268.878906 269.255474
552509000 22.5797884276 113.9265578688 4 268.998718 269.438851
552509100 22.5797884537 113.9265578703 4 269.118195 269.779992
552509200 22.5797884385 113.9265578522 4 269.283020 269.786564
552509300 22.5797884397 113.9265578698 4 269.375885 269.451115
552509400 22.5797884483 113.9265578699 4 269.425018 269.394135
552509500 22.5797884675 113.9265578620 4 269.445953 269.336828
552509600 22.5797884478 113.9265578545 4 269.467072 269.492013
552509700 22.5797884387 113.9265578671 4 269.511658 269.567949
552509800 22.5797884457 113.9265578485 4 269.498810 268.983526
552509900 22.5797884541 113.9265578470 4 269.414703 269.132400
552510000 22.5797884440 113.9265578547 4 269.353088 268.971399
552510100 22.5797884503 113.9265578577 4 269.251770 268.779695
552510200 22.5797884624 113.9265578724 4 269.121185 268.200707
552510300 22.5797884597 113.9265578506 4 268.906372 268.205137
552510400 22.5797884679 113.9265578562 4 268.726898 268.209579
552510500 22.5797884730 113.9265578466 4 268.625763 268.566426
552510600 22.5797884631 113.9265578455 4 268.595428 269.050368
552510700 22.5797884779 113.9265578487 4 268.666382 269.176996
552510800 22.5797884427 113.9265578445 4 268.766052 269.308799
552510900 22.5797884704 113.9265578421 4 268.899139 269.533704
552511000 22.5797884716 113.9265578420 4 268.996857 269.606205
552511100 22.5797884607 113.9265578482 4 269.127655 269.464694
552511200 22.5797884395 113.9265578408 4 269.215546 269.483247
552511300 22.5797884618 113.9265578343 4 269.262482 269.277234
552511400 22.5797884408 113.9265578348 4 269.308899 269.536360
552511500 22.5797884383 113.9265578423 4 269.368591 269.322736
552511600 22.5797884557 113.9265578373 4 269.406372 269.592845
552511700 22.5797884286 113.9265578412 4 269.449249 269.438851
552511800 22.5797884463 113.9265578468 4 269.459106 269.289153
552511900 22.5797884410 113.9265578448 4 269.445770 269.357910
552512000 22.5797884354 113.9265578453 4 269.455109 269.448698
552512100 22.5797884545 113.9265578268 4 269.453247 269.322736
552512200 22.5797884373 113.9265578393 4 269.438507 269.034928
552512300 22.5797884473 113.9265578358 4 269.357086 268.896908
552512400 22.5797884402 113.9265578390 4 269.289642 269.188526
552512500 22.5797884441 113.9265578428 4 269.287811 269.338608
552512600 22.5797884491 113.9265578414 4 269.263763 269.142323
552512700 22.5797884385 113.9265578618 4 269.237274 269.119453
552512800 22.5797884375 113.9265578598 4 269.222382 269.332613
552512900 22.5797884461 113.9265578510 4 269.259094 269.483247
552513000 22.5797884388 113.9265578425 4 269.358276 269.277234
552513100 22.5797884237 113.9265578582 4 269.341553 269.126672
552513200 22.5797884414 113.9265578512 4 269.321442 269.391869
552513300 22.5797884655 113.9265578355 4 269.313629 269.094064
552513400 22.5797884337 113.9265578363 4 269.286255 269.249585
552513500 22.5797884498 113.9265578503 4 269.265717 269.111065
552513600 22.5797884550 113.9265578320 4 269.230103 269.111065
552513700 22.5797884458 113.9265578530 4 269.210144 269.243713
552513800 22.5797884753 113.9265578340 4 269.220215 269.312859
552513900 22.5797884534 113.9265578368 4 269.237671 269.394135
552514000 22.5797884523 113.9265578508 4 269.267365 269.318827
552514100 22.5797884397 113.9265578371 4 269.290405 269.451115
552514200 22.5797884514 113.9265578341 4 269.360138 269.671301
552514300 22.5797884442 113.9265578247 4 269.410431 269.513988
552514400 22.5797884544 113.9265578279 4 269.449677 269.602030
552514500 22.5797884530 113.9265578346 4 269.485260 269.469638
552514600 22.5797884781 113.9265578466 4 269.523895 269.668268
552514700 22.5797884538 113.9265578467 4 269.548492 269.536360
552514800 22.5797884644 113.9265578471 4 269.553192 269.304892
552514900 22.5797884554 113.9265578347 4 269.518768 269.367732
552515000 22.5797884525 113.9265578286 4 269.515717 269.511401
552515100 22.5797884440 113.9265578501 4 269.497803 269.418265
552515200 22.5797884531 113.9265578408 4 269.477631 269.208815
552515300 22.5797884367 113.9265578470 4 269.430664 269.277398
552515400 22.5797884372 113.9265578404 4 269.370850 269.082809
552515500 22.5797884627 113.9265578584 4 269.293518 268.967004
552515600 22.5797884564 113.9265578452 4 269.211334 268.978003
552515700 22.5797884594 113.9265578315 4 269.157135 269.105382
552515800 22.5797884641 113.9265578386 4 269.158813 269.334715
552515900 22.5797884543 113.9265578442 4 269.212646 269.618322
552516000 22.5797884716 113.9265578292 4 269.295166 269.611926
552516100 22.5797884389 113.9265578415 4 269.380829 269.806387
552516200 22.5797884628 113.9265578476 4 269.481781 269.799761
552516300 22.5797884602 113.9265578271 4 269.575165 269.652439
552516400 22.5797884493 113.9265578426 4 269.597961 269.379767
552516500 22.5797884499 113.9265578337 4 269.545471 269.167157
552516600 22.5797884590 113.9265578416 4 269.452332 269.029373
552516700 22.5797884515 113.9265578478 4 269.360657 269.103920
552516800 22.5797884717 113.9265578341 4 269.296082 269.034928
552516900 22.5797884746 113.9265578401 4 269.199524 268.754158
552517000 22.5797884580 113.9265578376 4 269.105011 268.919475
552517100 22.5797884521 113.9265578289 4 269.025421 268.978003
552517200 22.5797884461 113.9265578352 4 268.988281 268.924932
552517300 22.5797884722 113.9265578260 4 268.940338 268.839197
552517400 22.5797884680 113.9265578284 4 268.868256 268.695221
552517500 22.5797884780 113.9265578352 4 268.825256 269.041786
552517600 22.5797884792 113.9265578319 4 268.843018 269.025071
552517700 22.5797884499 113.9265578289 4 268.872559 269.168792
552517800 22.5797884822 113.9265578332 4 268.918854 269.174554
